"date","PI","WSI","quadrant"
1980-01-01,NA,-0.624036717696601,NA
1980-02-01,NA,-0.569419519696741,NA
1980-03-01,NA,0.124500010719107,NA
1980-04-01,NA,0.339795315927545,NA
1980-05-01,NA,0.273482127863634,NA
1980-06-01,NA,0.258248645263377,NA
1980-07-01,NA,0.212268654671475,NA
1980-08-01,NA,0.133966857810643,NA
1980-09-01,NA,0.055301263377056,NA
1980-10-01,NA,-0.0235261310068304,NA
1980-11-01,NA,-0.0981653693108474,NA
1980-12-01,0.399838046571524,-0.167540493643086,4
1981-01-01,0.459386275267022,-0.225521458120932,4
1981-02-01,-0.410991087664127,-0.268742121888106,3
1981-03-01,-0.168263517652137,-0.0549538899478149,3
1981-04-01,-0.351561960536152,0.53043740195711,2
1981-05-01,-0.399630329854297,0.467562479256916,2
1981-06-01,-0.727861716302204,0.392294471955028,2
1981-07-01,-0.682226483939768,0.316014327174548,2
1981-08-01,-0.649535432739614,0.236534314440571,2
1981-09-01,-0.63945945305003,0.157415324755361,2
1981-10-01,-0.644747479359731,0.0779678597650662,2
1981-11-01,-0.647628674245584,-0.00131766445971268,3
1981-12-01,-0.408775669329837,-0.0579556164493965,3
1982-01-01,-0.475079711701879,-0.0799034319679233,3
1982-02-01,-0.0842156167279419,-0.0833192340501472,3
1982-03-01,-1.21600780543473,-0.0842369970381415,3
1982-04-01,-0.579054433604299,-0.051904522340204,3
1982-05-01,0.0491805625406434,0.0560404805061353,1
1982-06-01,0.0778382217648987,0.0296343505309182,1
1982-07-01,0.0911295390637792,-0.0458012155306159,4
1982-08-01,0.157975236994458,-0.115595426406883,4
1982-09-01,0.159235451409903,-0.185428445887987,4
1982-10-01,0.159543692957602,-0.256071840261127,4
1982-11-01,0.217497583450145,-0.326916783676869,4
1982-12-01,-0.0375236662500465,-0.396406905039189,3
1983-01-01,-0.30131157048331,-0.466340597771554,3
1983-02-01,-0.368162259397471,-0.479509987686268,3
1983-03-01,-0.0537712332812192,-0.496223163748464,3
1983-04-01,-0.838778905411206,-0.500154900520508,3
1983-05-01,-1.47324578531301,-0.564488132981403,3
1983-06-01,-1.49769111476412,-0.630912019987508,3
1983-07-01,-1.41091125530014,-0.696215847675848,3
1983-08-01,-1.42418527486955,-0.76245118607322,3
1983-09-01,-1.40295743899046,-0.810522580720383,3
1983-10-01,-1.40393696422539,-0.835611911587516,3
1983-11-01,-1.46796311731771,-0.860520490360192,3
1983-12-01,-1.47059159747004,-0.884477336181016,3
1984-01-01,-1.31808939028622,-0.897402120771292,3
1984-02-01,-1.69027457076643,-0.901873952917358,3
1984-03-01,-1.05830896819794,-0.83602088275473,3
1984-04-01,0.559674604404305,0.0646337965438268,1
1984-05-01,1.21254252692295,0.988894840079789,1
1984-06-01,1.41756745631117,1,1
1984-07-01,1.46150902234685,1,1
1984-08-01,1.42205505555176,0.967831006266245,1
1984-09-01,1.42113061879811,0.88855487986675,1
1984-10-01,1.43233342544051,0.807441213757531,1
1984-11-01,1.41288283186775,0.726492472871122,1
1984-12-01,1.39555371658825,0.644778820978824,1
1985-01-01,1.73133697264571,0.588443516995426,1
1985-02-01,2.08860254212314,0.663923133755688,1
1985-03-01,2.29838993206088,0.905390929378816,1
1985-04-01,2.69524296777011,1,1
1985-05-01,2.16711046783572,1,1
1985-06-01,2.13806730277776,1,1
1985-07-01,2.14851393816004,1,1
1985-08-01,2.10985694774235,0.999998578952671,1
1985-09-01,2.07443217742296,0.958067914220279,1
1985-10-01,2.07188674412704,0.875974860228486,1
1985-11-01,2.04044436239228,0.794209147282948,1
1985-12-01,2.30994583048904,0.7811554694445,1
1986-01-01,2.13586728640627,0.999281736656525,1
1986-02-01,2.19442465920333,1,1
1986-03-01,2.21542389029328,1,1
1986-04-01,2.0800109317996,1,1
1986-05-01,2.22037514568385,1,1
1986-06-01,2.16088338717337,1,1
1986-07-01,1.95015260336387,1,1
1986-08-01,1.92712710578158,0.978977275976708,1
1986-09-01,1.96353443846138,0.921657433437435,1
1986-10-01,1.96312096561525,0.840815240152324,1
1986-11-01,1.9623470047083,0.762964872288153,1
1986-12-01,1.64199673808591,0.692985729080615,1
1987-01-01,1.75536725625138,0.618376143297536,1
1987-02-01,1.40992300610114,0.55002575390381,1
1987-03-01,1.51507183730071,0.571967264975519,1
1987-04-01,0.778334763644803,0.585125968269831,1
1987-05-01,0.0743511459551604,0.521019365477222,1
1987-06-01,-0.0125275836196417,0.45426245130127,2
1987-07-01,-0.0914346953718225,0.39562593765993,2
1987-08-01,-0.228379116622456,0.318303170196047,2
1987-09-01,-0.31524480643067,0.239632339121382,2
1987-10-01,-0.325472166082051,0.16080082722492,2
1987-11-01,-0.370722329548419,0.0821582430980637,2
1987-12-01,-0.402481147649408,0.004354141887127,2
1988-01-01,-0.450751074505419,-0.0679084617275493,3
1988-02-01,-0.324967426586982,-0.12296563613259,3
1988-03-01,-0.879599100635713,-0.138176177953295,3
1988-04-01,-0.386625113005802,0.0777471520299813,2
1988-05-01,0.376505624012777,0.703621383731942,1
1988-06-01,0.334217958605945,0.71281604996877,1
1988-07-01,0.336796268437074,0.653702889887369,1
1988-08-01,0.33628480423712,0.573126829280087,1
1988-09-01,0.333882095449554,0.491150798750781,1
1988-10-01,0.33350566158781,0.409719720013701,1
1988-11-01,0.331889062223888,0.33091668373933,1
1988-12-01,0.451821064387112,0.255734685821362,1
1989-01-01,0.55327002665914,0.19265698422357,1
1989-02-01,0.36647530915394,0.129545519764433,1
1989-03-01,0.43923938141956,0.0964153339646592,1
1989-04-01,1.05049864415359,0.736578888861128,1
1989-05-01,1.1423330010492,1,1
1989-06-01,1.04096165245095,1,1
1989-07-01,1.04142706771465,0.998720061896798,1
1989-08-01,1.07240251842407,0.945822405512684,1
1989-09-01,1.06627929689457,0.864729621320008,1
1989-10-01,1.06700727356132,0.782613649694747,1
1989-11-01,1.05240649584835,0.700645421944618,1
1989-12-01,1.26119897652986,0.66849976828998,1
1990-01-01,1.04990178966907,0.844112173117608,1
1990-02-01,1.48792448502996,0.781443900419381,1
1990-03-01,1.16978176011401,0.786347434788741,1
1990-04-01,0.510862898723957,0.794646164813658,1
1990-05-01,-0.0298552744834722,0.999151485160484,2
1990-06-01,-0.0536976509618239,1,2
1990-07-01,-0.0679480342561498,0.980813808144103,2
1990-08-01,-0.11239650141989,0.903673950877476,2
1990-09-01,-0.0946883014908284,0.822013769394129,2
1990-10-01,-0.0955924402513474,0.740230477242046,2
1990-11-01,-0.0884522978205717,0.658272608952738,2
1990-12-01,-0.576186161027479,0.57730799411658,2
1991-01-01,-0.249610226885546,0.508775245149201,2
1991-02-01,-0.874165811691249,0.456289030784331,2
1991-03-01,-0.242205114190469,0.417246298482803,2
1991-04-01,-0.49610987574794,0.868246980303977,2
1991-05-01,-0.268418506466461,0.967859811488787,2
1991-06-01,-0.119717583302094,1,2
1991-07-01,-0.201228232605176,0.966282335475812,2
1991-08-01,-0.209002786202804,0.885059571961073,2
1991-09-01,-0.223466269884931,0.803109131459504,2
1991-10-01,-0.223609180554607,0.720838535270295,2
1991-11-01,-0.216569449966988,0.638864392421403,2
1991-12-01,-0.221513043437801,0.557880997924684,2
1992-01-01,-0.421770515582975,0.479248909431605,2
1992-02-01,0.0744688615559966,0.555909035473519,1
1992-03-01,-0.0765908061936891,0.72320227083879,2
1992-04-01,0.085145345339031,0.989455070580887,1
1992-05-01,-0.545086302876633,1,2
1992-06-01,-0.653641265650309,0.999520294482615,2
1992-07-01,-0.583554612011746,0.952034543571558,2
1992-08-01,-0.554162868001648,0.870822302512543,2
1992-09-01,-0.54391333798558,0.788804279991672,2
1992-10-01,-0.544125048444444,0.706533653885676,2
1992-11-01,-0.530210428225739,0.624559546283573,2
1992-12-01,-0.532792604456346,0.543576142330398,2
1993-01-01,-0.613531940774711,0.465394874010195,2
1993-02-01,-0.972894757508996,0.402542022664406,2
1993-03-01,-1.43721973321918,0.390125308456408,2
1993-04-01,-2.94240068475991,0.341254769102644,2
1993-05-01,-2.40263334693979,0.272930049686688,2
1993-06-01,-2.24041013966001,0.201503044597127,2
1993-07-01,-2.11989332352396,0.142486787048417,2
1993-08-01,-2.02739595730609,0.087704736797566,2
1993-09-01,-1.99856076971422,0.032059064418072,2
1993-10-01,-1.9911804232384,-0.0302868758638754,3
1993-11-01,-1.95167915853094,-0.0980207823443681,3
1993-12-01,-1.92693150081928,-0.161899415445991,3
1994-01-01,-1.7650191325235,-0.220346720718906,3
1994-02-01,-1.05023232807744,-0.235419497100027,3
1994-03-01,-0.523352273876514,-0.213060750579275,3
1994-04-01,-0.19847655223004,-0.0890626851551114,3
1994-05-01,0.235032448226589,-0.0464054675505229,4
1994-06-01,0.691778477624405,-0.0343422987299604,4
1994-07-01,0.770248990065951,-0.0321516252342286,4
1994-08-01,0.749954066433297,-0.0925375949708851,4
1994-09-01,0.743740664642706,-0.149769879158859,4
1994-10-01,0.740285545574994,-0.20796273425883,4
1994-11-01,0.731468528517857,-0.270358687153862,4
1994-12-01,0.940303966907544,-0.327373274284218,4
1995-01-01,0.844943875369836,-0.329566001893978,4
1995-02-01,0.500680198385219,-0.375438235388596,4
1995-03-01,0.324758255123168,-0.403980624367835,4
1995-04-01,0.590267207610544,-0.115801349489902,4
1995-05-01,0.540095726426176,0.157113093348915,1
1995-06-01,0.163887031977146,0.16651816881116,1
1995-07-01,0.187525924235551,0.137058118031069,1
1995-08-01,0.191464233560557,0.0866066153815156,1
1995-09-01,0.192301673495537,0.0203681259212992,1
1995-10-01,0.192979786070537,-0.0509932479297213,4
1995-11-01,0.251991654551945,-0.114241812200708,4
1995-12-01,-0.0269399207302638,-0.173410306300498,3
1996-01-01,0.270510638167917,-0.178014174689206,4
1996-02-01,0.170021093352332,-0.161697108962071,4
1996-03-01,0.281300869380776,-0.0245359617980698,4
1996-04-01,0.406996471734679,0.178795447511972,1
1996-05-01,0.34725086662349,0.676172031190184,1
1996-06-01,0.173706804920498,0.695368826483448,1
1996-07-01,0.110040863258782,0.644244326650682,1
1996-08-01,0.223570738185176,0.591374629566199,1
1996-09-01,0.226179759475009,0.52335293374974,1
1996-10-01,0.225407683395402,0.442553222300578,1
1996-11-01,0.19708359142841,0.360354421153446,1
1996-12-01,0.190795050242286,0.286938587253934,1
1997-01-01,0.035019639151814,0.241220727367976,1
1997-02-01,0.471655558432563,0.434365021861337,1
1997-03-01,0.583274085543468,0.494028405150007,1
1997-04-01,0.417960781459752,0.85590566429315,1
1997-05-01,0.322320566794331,0.901905167334932,1
1997-06-01,0.31565703697737,0.848053681115969,1
1997-07-01,0.263963602964328,0.781223277387117,1
1997-08-01,0.219893465409833,0.711354336442949,1
1997-09-01,0.218191887872941,0.635706936498022,1
1997-10-01,0.218143755388856,0.553102761096895,1
1997-11-01,0.188815686732715,0.472219676035811,1
1997-12-01,0.247017629530025,0.397334789627451,1
1998-01-01,0.268683348528201,0.348229936934577,1
1998-02-01,-0.236700159164855,0.330594975283305,2
1998-03-01,-0.533497220715508,0.270375282545183,2
1998-04-01,-1.41524061979502,0.221424609618988,2
1998-05-01,-1.77057560452498,0.183717817654289,2
1998-06-01,-1.67076158174727,0.119349020195711,2
1998-07-01,-1.64649790452074,0.0561533441599001,2
1998-08-01,-1.66321058038282,-0.0117196571497653,3
1998-09-01,-1.63896778924465,-0.0889227406204456,3
1998-10-01,-1.63310025017796,-0.162876358405029,3
1998-11-01,-1.59992699868873,-0.229985760233188,3
1998-12-01,-1.65168413129472,-0.290484732203663,3
1999-01-01,-1.72103043002668,-0.322168523382563,3
1999-02-01,-1.38361151472877,-0.358698947443562,3
1999-03-01,-0.766832860303269,-0.330832009348996,3
1999-04-01,-0.471257857782524,-0.291960716552155,3
1999-05-01,0.0115948049172654,-0.298578532933046,4
1999-06-01,0.021478247358123,-0.327273500728711,4
1999-07-01,0.0506486745013174,-0.375014756422397,4
1999-08-01,0.0465481954980679,-0.429097604964639,4
1999-09-01,0.0492150745074462,-0.487149267707683,4
1999-10-01,0.0453318956087242,-0.547372380004433,4
1999-11-01,0.0622320635140318,-0.606295333416615,4
1999-12-01,0.19577865113612,-0.654764352279825,4
2000-01-01,0.201974729252851,-0.629230194354335,4
2000-02-01,0.328514465770425,-0.630162096276034,4
2000-03-01,-0.182413577330536,-0.620369080937317,3
2000-04-01,-0.0545636648261753,-0.569944494024568,3
2000-05-01,-0.0667817164638383,-0.465014917934356,3
2000-06-01,0.177383524461941,-0.477621415948366,4
2000-07-01,0.315901524071923,-0.508121780016522,4
2000-08-01,0.480954329424737,-0.547783671334448,4
2000-09-01,0.493439957532362,-0.591977607328753,4
2000-10-01,0.493450864905964,-0.636611296004513,4
2000-11-01,0.47697945430656,-0.682586454799084,4
2000-12-01,0.448821185460931,-0.721521205375672,4
2001-01-01,0.191183414033384,-0.754403444943684,4
2001-02-01,-0.0541148697303408,-0.785567265459088,3
2001-03-01,0.017750738002026,-0.787100376458262,4
2001-04-01,-0.210918804149852,-0.77528744934416,3
2001-05-01,-0.654583674372879,-0.747522923334206,3
2001-06-01,-0.443863685580065,-0.76841515452842,3
2001-07-01,-0.504463461282074,-0.791526323144809,3
2001-08-01,-0.644425728311797,-0.817129508250892,3
2001-09-01,-0.650497577431637,-0.841966164480533,3
2001-10-01,-0.650732177457517,-0.866589961596583,3
2001-11-01,-0.627245836958672,-0.890336086612534,3
2001-12-01,-0.827215955973715,-0.901979296810461,3
2002-01-01,0.307247580237558,-0.703332423364429,4
2002-02-01,0.334684294845989,-0.547606718657982,4
2002-03-01,0.449954299576162,-0.539648332695291,4
2002-04-01,0.912742716131554,-0.439856404413908,4
2002-05-01,1.22347023846331,-0.2546585351897,4
2002-06-01,0.98608799448082,-0.247849246221112,4
2002-07-01,0.909961693131722,-0.276932789264774,4
2002-08-01,0.852059279929579,-0.319967063166166,4
2002-09-01,0.842369565412595,-0.368229777722257,4
2002-10-01,0.842455286449576,-0.419228466079668,4
2002-11-01,0.828757839010616,-0.472974830730793,4
2002-12-01,0.821375042398172,-0.522143780137414,4
2003-01-01,-0.208922258354387,-0.562650391247406,3
2003-02-01,0.21695439018754,-0.585236974034086,4
2003-03-01,0.318857458685021,-0.523763557454011,4
2003-04-01,-0.0266794107474207,-0.354976700895274,3
2003-05-01,-0.205685979869494,-0.262864240172473,3
2003-06-01,0.0832667842338781,-0.224993088652925,4
2003-07-01,0.061005738581094,-0.208445905824988,4
2003-08-01,0.0684010233506685,-0.260017559992746,4
2003-09-01,0.0707920331406797,-0.317956230689153,4
2003-10-01,0.0707122751629207,-0.379933148233967,4
2003-11-01,0.0711498485799973,-0.439619613741412,4
2003-12-01,0.0632963408872851,-0.491094839918599,4
2004-01-01,1.27260567183419,-0.326202585319659,4
2004-02-01,1.50415831162155,1,1
2004-03-01,1.46392192498346,1,1
2004-04-01,1.41457650793756,1,1
2004-05-01,1.25645586034716,1,1
2004-06-01,1.50676578545782,1,1
2004-07-01,1.51855691127227,1,1
2004-08-01,1.48313642028669,0.996071724849388,1
2004-09-01,1.46766645360444,0.933582039225484,1
2004-10-01,1.46788615754432,0.851242101428543,1
2004-11-01,1.44618854878942,0.768817886154487,1
2004-12-01,1.42089592914989,0.696060148213818,1
2005-01-01,0.331436824654026,0.639295027704459,1
2005-02-01,-0.387329659460532,0.633654103328277,2
2005-03-01,-0.385413456247868,0.636094328786444,2
2005-04-01,-0.685090491420782,1,2
2005-05-01,-0.36883846305221,1,2
2005-06-01,-0.911722856081478,1,2
2005-07-01,-0.83323687690548,1,2
2005-08-01,-0.806960804283168,0.998842648505974,2
2005-09-01,-0.79304019022128,0.949529272204872,2
2005-10-01,-0.793305406653575,0.872463166005118,2
2005-11-01,-0.774982476791507,0.792029506891526,2
2005-12-01,-0.740768692779845,0.730367696963591,2
2006-01-01,-0.649704671843833,0.958161926860228,2
2006-02-01,-0.479774301082098,1,2
2006-03-01,-0.642902991590319,1,2
2006-04-01,-0.636677109487192,1,2
2006-05-01,-0.302728805931146,1,2
2006-06-01,-0.43770654751308,1,2
2006-07-01,-0.511374353316236,1,2
2006-08-01,-0.470573429897396,1,2
2006-09-01,-0.453100751442696,0.980734275744326,2
2006-10-01,-0.43246125523741,0.907926977896879,2
2006-11-01,-0.409064558433521,0.839830292733708,2
2006-12-01,-0.378665659274497,0.899197362938486,2
2007-01-01,-0.579553584817476,1,2
2007-02-01,0.0340299971034432,1,1
2007-03-01,0.00845376000039652,1,1
2007-04-01,-0.112289058549095,1,2
2007-05-01,-0.493394783164318,1,2
2007-06-01,-0.387853302736785,1,2
2007-07-01,-0.368420783967701,0.999999012230259,2
2007-08-01,-0.361793217861407,0.964765115996051,2
2007-09-01,-0.361597846634254,0.892589712762857,2
2007-10-01,-0.381764203962607,0.816819125465939,2
2007-11-01,-0.380373603511537,0.740343650551738,2
2007-12-01,-0.418870792301021,0.684075772642099,2
2008-01-01,-0.135717101304247,0.64361986016804,2
2008-02-01,-0.753943394171937,0.620359628335738,2
2008-03-01,-0.263386808916902,0.646413046039774,2
2008-04-01,0.128049917804433,0.996427070414324,1
2008-05-01,0.217038284355629,1,1
2008-06-01,0.114452578986221,1,1
2008-07-01,0.187525924235551,0.995452186899317,1
2008-08-01,0.240442737334091,0.945982264310612,1
2008-09-01,0.245718071433569,0.871736633937123,1
2008-10-01,0.275168245892079,0.791523987830187,1
2008-11-01,0.27810250624179,0.710726699812617,1
2008-12-01,0.247017629530024,0.635896253873587,1
2009-01-01,0.0245414073234872,0.57800237819105,1
2009-02-01,0.206488777305094,0.543691021682877,1
2009-03-01,0.0152172313226833,0.596908703673108,1
2009-04-01,0.664717914307344,0.747504924089111,1
2009-05-01,1.20261945537938,1,1
2009-06-01,1.3720691995269,1,1
2009-07-01,1.39258947389195,1,1
2009-08-01,1.42261385667973,1,1
2009-09-01,1.42498027026691,1,1
2009-10-01,1.42464095491149,0.974274318550906,1
2009-11-01,1.41665507520162,0.904345922465126,1
2009-12-01,1.42860445862737,0.837054184360581,1
2010-01-01,1.61376824250107,0.801712912655397,1
2010-02-01,1.516995208968,0.783909108235924,1
2010-03-01,1.23077588713294,0.73140291060023,1
2010-04-01,0.790990833272336,0.845686717801374,1
2010-05-01,-0.118012730306703,0.938681887691161,2
2010-06-01,-0.152680995968053,0.9082076155736,2
2010-07-01,-0.314647279525184,0.864054150671959,2
2010-08-01,-0.431906463798659,0.917160247103625,2
2010-09-01,-0.445710388863975,0.864057289527379,2
2010-10-01,-0.372816990451851,0.799628311015293,2
2010-11-01,-0.377433444199817,0.733120906100354,2
2010-12-01,-0.181122570944303,0.68966285104068,2
2011-01-01,0.184097501237213,0.734360468578106,1
2011-02-01,0.36719499355897,0.763164810564826,1
2011-03-01,0.706680539586996,0.949409794362394,1
2011-04-01,0.587724707123457,0.988606097189257,1
2011-05-01,1.00004286825588,1,1
2011-06-01,1.01990277865254,1,1
2011-07-01,1.21975485974691,1,1
2011-08-01,1.21939676357355,1,1
2011-09-01,1.24768691305914,0.996424341453258,1
2011-10-01,1.23184109949686,0.95828770889162,1
2011-11-01,1.25969228940129,0.915038322381845,1
2011-12-01,1.07790718615477,0.869604333420644,1
2012-01-01,0.750416193700053,0.828780454796397,1
2012-02-01,0.666093571897432,0.820473139460251,1
2012-03-01,0.439622498040047,0.802378246499164,1
2012-04-01,-0.197979547662732,0.763223084239017,2
2012-05-01,-0.836991831611165,0.720651194293889,2
2012-06-01,-1.13750614041577,0.679433911138872,2
2012-07-01,-1.52245551557337,0.636252077935161,2
2012-08-01,-1.57867534364432,0.588840327053656,2
2012-09-01,-1.65608324530935,0.539338052383927,2
2012-10-01,-1.65907884244469,0.489176407970825,2
2012-11-01,-1.74228489844373,0.440685384967729,2
2012-12-01,-1.72355236234133,0.395020463178256,2
2013-01-01,-2.30622652894737,0.350133395015212,2
2013-02-01,-2.35701042983064,0.291130060854823,2
2013-03-01,-2.36654477059356,0.235342625697649,2
2013-04-01,-1.98222980595476,0.187153266541745,2
2013-05-01,-1.13201929518393,0.314643178980879,2
2013-06-01,-0.490109085002062,0.366125782052884,2
2013-07-01,-0.118388897626768,0.392622761741653,2
2013-08-01,-0.0590732710124188,0.365820919344764,2
2013-09-01,-0.0305719916587044,0.290922813241724,2
2013-10-01,-0.0626019687032683,0.211097180391288,2
2013-11-01,0.177643822965366,0.146023591255465,1
2013-12-01,0.314871578645518,0.0995515261026375,1
2014-01-01,0.382593686242233,0.0697027957526546,1
2014-02-01,0.371151020084008,0.0152291160881592,1
2014-03-01,0.679863136537972,0.0386022181297979,1
2014-04-01,0.515593009166287,0.095559344742869,1
2014-05-01,0.4376701730521,0.0575466153009208,1
2014-06-01,-0.0202165411561475,0.0262310642515095,2
2014-07-01,-0.31071025331217,-0.0338997868267817,3
2014-08-01,-0.334463717887535,-0.0933639533356169,3
2014-09-01,-0.353971759803831,-0.151042870206121,3
2014-10-01,-0.360497995594397,-0.208148857931535,3
2014-11-01,-0.600707806002439,-0.263315729002707,3
2014-12-01,-0.779009592324551,-0.314137437005098,3
2015-01-01,-0.9459460767339,-0.365502685982551,3
2015-02-01,-0.92164081012068,-0.412877682876773,3
2015-03-01,-1.05608226448699,-0.443834146884004,3
2015-04-01,-1.52068312776327,-0.449625410784926,3
2015-05-01,-1.97311725680961,-0.478882029054422,3
2015-06-01,-1.61206617600202,-0.504175006620862,3
2015-07-01,-1.38823163980568,-0.499622227720578,3
2015-08-01,-1.30092876846951,-0.525571343716629,3
2015-09-01,-1.28125586001888,-0.55699136039975,3
2015-10-01,-1.32620473529792,-0.590677458846286,3
2015-11-01,-1.32538142000346,-0.620143434353529,3
2015-12-01,-1.3422184631325,-0.647704628478169,3
2016-01-01,-0.915586545740236,-0.664546624811106,3
2016-02-01,-1.01604334220473,-0.642023823386246,3
2016-03-01,-1.50117170734611,-0.662865473595132,3
2016-04-01,-1.13724866823032,-0.64653360716219,3
2016-05-01,-0.859111089661761,-0.637197670165824,3
2016-06-01,-1.00223140537061,-0.653583814116177,3
2016-07-01,-1.06354071975809,-0.678980767342991,3
2016-08-01,-1.03668431001915,-0.707395911748705,3
2016-09-01,-1.02292260642839,-0.734809452092442,3
2016-10-01,-1.02272149242585,-0.74010778747154,3
2016-11-01,-1.00236749471711,-0.617154583718509,3
2016-12-01,-0.86794717478028,-0.387898841933469,3
2017-01-01,-1.3323794291561,-0.348314624649916,3
2017-02-01,-0.525308755083284,-0.311522565539395,3
2017-03-01,-0.204176106275658,-0.206896107997018,3
2017-04-01,-0.273126359176792,-0.183307600749532,3
2017-05-01,-0.152048986295811,-0.187320363482501,3
2017-06-01,-0.121031130282566,-0.213304532667083,3
2017-07-01,0.055432148986482,-0.228100439805767,4
2017-08-01,0.159469668169568,-0.253581917753017,4
2017-09-01,0.176905543942608,-0.285085573516552,4
2017-10-01,0.171334045435405,-0.318158706937197,4
2017-11-01,0.171864973949259,-0.350863662211118,4
2017-12-01,0.0702894311033587,-0.381511437931938,4
2018-01-01,0.157507199205182,-0.408383097338357,4
2018-02-01,-0.245097400352287,-0.416748823413938,3
2018-03-01,-0.42050503404395,-0.438767216941025,3
2018-04-01,0.128514209406688,-0.205437508224027,4
2018-05-01,0.0159816215452347,-0.0268587268441095,4
2018-06-01,0.012153694532109,-0.0458665041016032,4
2018-07-01,-0.130891675201743,-0.0769873654772219,3
2018-08-01,-0.218884467449677,-0.108021445306361,3
2018-09-01,-0.230822287771487,-0.140358971642723,3
2018-10-01,-0.225242925766611,-0.175637693538313,3
2018-11-01,-0.186998279463519,-0.20794145259213,3
2018-12-01,-0.111704073577013,-0.236916385323689,3
